"common_name","genus","species","type","cultivar","date_removed","latitude","longitude"
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67082
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67085
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67084
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67081
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67082
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67083
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67081
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67082
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.6708
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67081
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.6708
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67079
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67077
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67078
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67079
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67078
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67078
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67079
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67077
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67076
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67074
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67078
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67078
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67081
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.6708
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67081
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67081
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67082
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67081
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.6708
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67082
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67082
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.6708
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.6708
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67082
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67085
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67084
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67085
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67084
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67084
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67085
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67085
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67087
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67086
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67088
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67089
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.6709
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67102
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67101
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67103
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67103
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67105
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67105
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67103
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67102
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67101
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67101
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.671
"Willow","Salix",NA,"Deciduous",NA,NA,-111.052,45.67104
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67103
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.045,45.66844
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.045,45.66793
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.045,45.6678
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.045,45.66767
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.045,45.66738
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66762
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66762
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66768
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66792
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66801
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66809
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66793
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66792
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66782
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66792
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66776
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66755
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66751
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.6675
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66746
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66746
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66743
"Birch (Weeping)","Betula","pendula","Deciduous",NA,NA,-111.046,45.66819
"Birch (Weeping)","Betula","pendula","Deciduous",NA,NA,-111.046,45.66804
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.046,45.66809
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.046,45.66792
"Hackberry","Celtis","occidentalis","Deciduous",NA,NA,-111.046,45.66768
"Elm (Siberian)","Ulmus","pumila","Deciduous",NA,NA,-111.046,45.6676
"Cherry","Prunus","amur","Deciduous",NA,NA,-111.046,45.66758
"Cherry","Prunus","amur","Deciduous",NA,NA,-111.046,45.66749
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66749
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66746
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.046,45.6674
"Apple","Malus",NA,"Deciduous",NA,NA,-111.046,45.66741
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.046,45.66743
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.046,45.66819
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.6682
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66809
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66811
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66809
"Cherry","Prunus","amur","Deciduous",NA,NA,-111.046,45.66751
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.046,45.66742
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.05,45.66699
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.05,45.66822
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.67002
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.6711
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67112
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.67114
"Apple","Malus",NA,"Deciduous",NA,NA,-111.048,45.66889
"Purple Frost Birch","Betula","platyphylla","Deciduous","Szechuanica x Pendula",NA,-111.048,45.66904
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66894
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66883
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66879
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66875
"Linden","Tilia","americana","Deciduous",NA,NA,-111.047,45.66874
"Linden","Tilia","americana","Deciduous",NA,NA,-111.047,45.66885
"Linden","Tilia","americana","Deciduous",NA,NA,-111.047,45.66866
"Linden","Tilia","americana","Deciduous",NA,NA,-111.047,45.66856
"Linden","Tilia","americana","Deciduous",NA,NA,-111.047,45.66855
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66855
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66841
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66837
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66829
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66829
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66824
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.6682
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66817
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66807
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.6681
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66799
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66808
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66793
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66786
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66784
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66784
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66784
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.66784
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.047,45.66812
"Mountain Ash","Sorbus","acuparia","Deciduous",NA,NA,-111.048,45.66801
"Apple","Malus",NA,"Deciduous",NA,NA,-111.048,45.66817
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.047,45.6683
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.048,45.6686
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.048,45.6684
"Tatarian Maple","Acer","tatarian","Deciduous",NA,NA,-111.048,45.66846
"Tatarian Maple","Acer","tatarian","Deciduous",NA,NA,-111.048,45.66849
"Tatarian Maple","Acer","tatarian","Deciduous",NA,NA,-111.048,45.66852
"Hawthorne","Crataegus","crus-galli","Deciduous","Inermis",NA,-111.048,45.66864
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.048,45.66866
"Hawthorne","Crataegus","crus-galli","Deciduous","Inermis",NA,-111.048,45.66877
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.047,45.66849
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.049,45.66769
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.66705
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.66706
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.66707
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.6671
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.66712
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.6671
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.66707
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.049,45.66711
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.049,45.66712
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.049,45.66709
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.049,45.66711
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.049,45.66708
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.049,45.66708
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.049,45.66709
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.048,45.66592
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.048,45.66624
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.049,45.66624
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.048,45.66642
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.048,45.66652
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.048,45.66657
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.048,45.66662
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.048,45.66669
"Linden","Tilia","americana","Deciduous",NA,NA,-111.049,45.66634
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66634
"Mountain Ash","Sorbus","aucuparia","Deciduous",NA,NA,-111.048,45.66667
"Mountain Ash","Sorbus","aucuparia","Deciduous",NA,NA,-111.048,45.66672
"Birch (Weeping)","Betula","pendula","Deciduous",NA,NA,-111.049,45.66642
"Apple (Flower Crab)","Malus",NA,"Deciduous","Hopa",NA,-111.051,45.66735
"Apple (Flower Crab)","Malus",NA,"Deciduous","Hopa",NA,-111.051,45.66735
"Elm (American)","Ulmus","americana","Deciduous","Brandon",NA,-111.051,45.66733
"Elm (American)","Ulmus","americana","Deciduous","Brandon",NA,-111.051,45.66734
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.051,45.66728
"Chokecherry","Prunus","virginiana","Deciduous",NA,NA,-111.051,45.66727
"Ginalla Maple","Acer","ginnala","Deciduous",NA,NA,-111.051,45.66729
"Birch (Paper)","Betula","papryifera","Deciduous",NA,NA,-111.051,45.6673
"Birch (Paper)","Betula","papryifera","Deciduous",NA,NA,-111.051,45.66727
"Birch (Paper)","Betula","papryifera","Deciduous",NA,NA,-111.051,45.66725
"Apple (Flower Crab)","Malus",NA,"Deciduous","Hopa",NA,-111.051,45.66754
"Apple (Flower Crab)","Malus",NA,"Deciduous","Hopa",NA,-111.051,45.66744
"Apple (Flower Crab)","Malus",NA,"Deciduous","Hopa",NA,-111.051,45.66743
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.053,45.66592
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.052,45.66559
"Russian Olive","Elaeagnus","angustifolia","Deciduous",NA,NA,-111.052,45.66535
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.053,45.66529
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.053,45.6653
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.053,45.66543
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.054,45.66831
"Maple","Acer","ginnala","Deciduous",NA,NA,-111.053,45.66788
"Maple","Acer","ginnala","Deciduous",NA,NA,-111.053,45.6679
"Maple","Acer","ginnala","Deciduous",NA,NA,-111.053,45.66793
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.052,45.66787
"Elm (American)","Ulmus","americana","Deciduous","Brandon","4/8/2016 17:10",-111.052,45.66797
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.052,45.66819
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.052,45.66827
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.052,45.66836
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66474
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66479
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66486
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66499
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66476
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.046,45.66502
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.046,45.66508
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.046,45.66502
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.046,45.66507
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.046,45.66506
"Birch (Weeping)","Betula","pendula","Deciduous",NA,NA,-111.046,45.66501
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.047,45.66484
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.046,45.66463
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.046,45.66461
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.046,45.66462
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.046,45.66451
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.046,45.66449
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.046,45.66448
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.046,45.66449
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.046,45.66448
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.046,45.66435
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.046,45.66434
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.046,45.66436
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.046,45.66436
"Apple","Malus",NA,"Deciduous",NA,NA,-111.046,45.66456
"Chokecherry","Prunus","virginiana","Deciduous",NA,NA,-111.046,45.66413
"Buckeye","Aesculus","glabra","Deciduous",NA,NA,-111.046,45.66404
"Chokecherry","Prunus","virginiana","Deciduous",NA,NA,-111.046,45.66387
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.046,45.6638
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.053,45.66506
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.053,45.66505
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.053,45.66506
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.053,45.66506
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.052,45.66506
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.052,45.66478
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.052,45.66467
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.052,45.6641
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.053,45.6641
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.053,45.6641
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.053,45.6641
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.053,45.6641
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.053,45.66416
"Ash (Black)","Fraxinus","nigra","Deciduous",NA,NA,-111.053,45.66427
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.053,45.66438
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.053,45.66472
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.053,45.66483
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66613
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.051,45.66898
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.051,45.66899
"Maple (Norway)","Acer","platanoides","Deciduous","Emerald Lustre",NA,-111.05,45.66789
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.053,45.67095
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.051,45.6653
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.66549
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.66549
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.66549
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.6655
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.6655
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.6655
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.6655
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.66532
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.66532
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.66534
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.66532
"Maple","Acer","ginnala","Deciduous",NA,NA,-111.052,45.66535
"Maple (Norway)","Acer","platanoides","Deciduous",NA,"7/27/2015 0:00",-111.052,45.66538
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.052,45.66547
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.052,45.66554
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.052,45.66571
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.052,45.66581
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.052,45.66589
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.052,45.66598
"Maple","Acer","ginnala","Deciduous",NA,NA,-111.052,45.66592
"Maple","Acer","ginnala","Deciduous",NA,NA,-111.052,45.66595
"Maple","Acer","ginnala","Deciduous",NA,NA,-111.051,45.66577
"Maple","Acer","ginnala","Deciduous",NA,"8/6/2015 0:00",-111.051,45.66578
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66577
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66576
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66578
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.052,45.66576
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.051,45.66598
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.051,45.66595
"Honey Locust","Gleditsia","triacanthos","Deciduous","Skycole",NA,-111.051,45.66596
"Honey Locust","Gleditsia","triacanthos","Deciduous","Skycole",NA,-111.051,45.66599
"Honey Locust","Gleditsia","triacanthos","Deciduous","Skycole",NA,-111.051,45.66599
"Hotwings Maple","Acer","tataricum","Deciduous","GarAnn",NA,-111.051,45.6653
"Maple","Acer","x freemanii","Deciduous","Autum Blaze",NA,-111.049,45.66876
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.049,45.66875
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66921
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66921
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66921
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66921
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.66921
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.6692
"Japanese Tree Lilac","Syringa","reticluata","Deciduous",NA,NA,-111.048,45.66943
"Japanese Tree Lilac","Syringa","reticluata","Deciduous",NA,NA,-111.048,45.66954
"Japanese Tree Lilac","Syringa","reticluata","Deciduous",NA,NA,-111.048,45.66962
"Japanese Tree Lilac","Syringa","reticluata","Deciduous",NA,NA,-111.048,45.66973
"Japanese Tree Lilac","Syringa","reticluata","Deciduous",NA,NA,-111.048,45.66983
"Japanese Tree Lilac","Syringa","reticluata","Deciduous",NA,NA,-111.048,45.66996
"Elm","Ulmus","americana","Deciduous",NA,NA,-111.048,45.66934
"Elm","Ulmus","americana","Deciduous",NA,NA,-111.048,45.66942
"Elm","Ulmus","americana","Deciduous",NA,NA,-111.048,45.66951
"Elm","Ulmus","americana","Deciduous",NA,NA,-111.048,45.66959
"Elm","Ulmus","americana","Deciduous",NA,NA,-111.048,45.66968
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.66977
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.66981
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.66997
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.66997
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.67003
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.67002
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.67002
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.67002
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.67002
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.67002
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.048,45.66901
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.048,45.66905
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.048,45.66905
"Accolade Elm","Ulmus","x","Deciduous","Accolade",NA,-111.048,45.66933
"Accolade Elm","Ulmus","x","Deciduous","Accolade",NA,-111.048,45.66952
"Green Mtn. Maple","Acer","saccharum","Deciduous","Green Mountain",NA,-111.048,45.66941
"Green Mtn. Maple","Acer","saccharum","Deciduous","Green Mountain",NA,-111.048,45.66962
"Green Mtn. Maple","Acer","saccharum","Deciduous","Green Mountain",NA,-111.048,45.66985
"Accolade Elm","Ulmus","x","Deciduous","Accolade",NA,-111.048,45.66996
"Accolade Elm","Ulmus","x","Deciduous","Accolade",NA,-111.048,45.66973
"Crabapple","Malus",NA,"Deciduous",NA,NA,-111.049,45.6653
"White Ash","Fraxinus","americana","Deciduous","Calypso",NA,-111.052,45.66587
"White Ash","Fraxinus","americana","Deciduous","Calypso",NA,-111.047,45.66827
"Meteor Cherry","Prunus","cerasus","Deciduous","Meteor",NA,-111.053,45.67043
"Meteor Cherry","Prunus","cerasus","Deciduous","Meteor",NA,-111.053,45.67045
"Mount Royal Plumb","Prunus","domestica","Deciduous","Mount Royal",NA,-111.053,45.67056
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.053,45.67017
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.053,45.66998
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.053,45.66987
